id,marque,modele,titre,prix,cote_argus,km,annee,ville,distance,url,img_url,options,carburant,boite,couleur,chevaux,status,source,temps,lien_annonce,description,date_scrape
lbc-3055999324,Bmw,Serie 1,BMW SERIE 1 120d - 190CH F20 LCI - M Sport Ultimate - TOIT - RADARS - SUIVI BMW,20990,23089,125000km,2019,Saint-Cannat,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/d1/09/a8/d109a89f159177ee79593b9c9ea0db3afc11ae5c.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,10,Clean,LeBonCoin,24h,https://www.leboncoin.fr/ad/voitures/3055999324,"BMW SERIE 1 120d - 190CH F20 LCI - M Sport Ultimate - TOIT - RADARS - SUIVI BMW M Sport Ultimate, Diesel, BERLINE, 10cv, 5 places, première mise en circulation le 08-07-2019.  TVA Récupérable : Non LES + :  - Entretien suivi exclusivement chez BMW - Toit ouvrant en verre coulissant et entrebâillant électriquement - Sièges avant avec soutien lombaire électrique - Radars de stationnement avant et arrière - Sélecteur de conduite 3 modes : 'ECO PRO', 'Confort' et 'Sport' - Limiteur et régulateur de vitesse avec maintien de la vitesse en descente - Détecteur de pluie et allumage automatique des projecteurs - GPS - Climatisation automatique - Phares LED - Jantes alliage 18'' M Sport - Sellerie cuir Dakota avec surpiqûres bleues - Volant sport 3 branches gainé de cuir  . - Pack Evasion - Sellerie",2025-12-14
lbc-3049913376,Bmw,X1,Bmw X1 xDrive25e 245ch xLine,43999,48398,25684km,2023,Poitiers,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/b7/47/0d/b7470d8562a9f5e94816931ddc0c76ee285b23a2.jpg?rule=ad-large,Voir description,Hybride Rechargeable,Automatique,N/C,7,Clean,LeBonCoin,8h,https://www.leboncoin.fr/ad/voitures/3049913376,"Bmw X1 xDrive25e 245ch xLine, 7 cv, garantie : BMW Premium Selection 24 mois.  Emission de CO2 : 15 g CO2/km Consommation mixte : 0.7 L/100  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   -  Appel d'Assistance Localisé   -  Appel d'Urgence Localisé   -  Borne Wi-Fi   -  Commandes du système audio au volant   -  Kit mains-libres Bluetooth   -  Prise USB   -  Radio   -  Radio numérique DAB   -  Services connectés   - 6 Haut parleurs  Conduite :   -  Aide au démarrage en côte   -  Arrêt et redémarrage auto. du moteur   -  Capteur de luminosité   -  Capteur de pluie   -  Commande du comportement dynamique   -  Démarrage sans clé   -  Follow me home   -  Indicateur de limitation de vitesse   -  Limiteur de vitesse   -  Pack Innovation   -  Régulateur de vitesse adaptatif   -  Système d",2025-12-14
lbc-3042626288,Bmw,Serie 3,BMW SERIE 3 E46 320 d Pack Luxe,4990,5489,239000km,1999,Cugnaux,10,,https://via.placeholder.com/400x300?text=No+Photo,Voir description,Diesel,Manuelle,N/C,8,Clean,LeBonCoin,13h,https://www.leboncoin.fr/ad/voitures/3042626288,"BMW SERIE 3 E46 320 d Pack Luxe, berline, noir, 8 cv, 4 portes, première mise en circulation le 13/08/1999, garantie : 3 mois.  Prix TTC : 4 990 €  5 places  OPTIONS ET ÉQUIPEMENTS : Conduite :   - Régulateur de vitesse  Extérieur :   - Buses de lave-glace chauffantes   - Jantes/roues en alliage léger générale   - Rétroviseurs extérieurs dégivrants   - Rétroviseurs extérieurs électriques  Intérieur :   - Accoudoir arrière   - Accoudoir avant   - Banquette arrière partagée et rabattable   - Climatisation automatique   - Climatisation manuelle   - Lève-vitres arrière électriques   - Lève-vitres avant électriques   - Siège conducteur réglable en hauteur   - Siège passager réglable en hauteur   - Volant sport  Pack :   - Antidémarrage   - Dispositif de recharge à induction   - Garnitures intér",2025-12-14
lbc-3039488796,Bmw,X1,BMW X1 II (F48) xDrive25eA 220ch Business Design 6cv,21690,23859,100755km,2022,Couilly-Pont-aux-Dames,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/40/fb/08/40fb080f427c220e9ba87275aec4cdb95b7f276b.jpg?rule=ad-large,Voir description,Hybride,Automatique,N/C,6,Clean,LeBonCoin,1h,https://www.leboncoin.fr/ad/voitures/3039488796,"BMW X1 II (F48) xDrive25eA 220ch Business Design 6cv crossover, suv, blanc, 6 cv, 5 portes, première mise en circulation le 29/04/2022, première main, garantie 12 mois.  ✅ 1ERE MAIN  ✅ TVA RECUPERABLE  ✅ VÉHICULE FRANCAIS  ✅ GARANTIE 12 A 24 MOIS  ____________________________  ✅ ENTRETIEN COMPLET BMW  * REVISION GENERALE LE 06/05/2022 A 5 KM  * REVISION GENERALE LE 19/06/2023 A 35879 KM  * REVISION GENERALE LE 03/07/2024 A 69431 KM  * REVISION GENERALE LE 07/04/2025 A 95080 KM  _______________________________  ✅ REPRISE POSSIBLE DE VOTRE ANCIEN VEHICULE  ( X1 X2 X3 GLC 220 250 200 300 AMG R N LINE MERCEDES BMW AUDI Q3 Q5 AMG SLINE M SPORT LOUNGE BUSINESS BVA )  poids en charge : 1745 kg, contrôle technique : OK  OPTIONS ET ÉQUIPEMENTS : Pack :   - nombre de rapports : 6 vitesses  Autres éq",2025-12-14
lbc-3034389031,Bmw,Autres,BMW SERIE 4 420i Coupé M Sport - BVA Sport G22 G82 - GARANTIE 12 MOIS,41990,46189,17000km,2020,Montussan,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/4b/36/a5/4b36a5caa7cbdc74b1e66d7d514c553acfc7cb89.jpg?rule=ad-large,Voir description,Essence,Automatique,N/C,10,Clean,LeBonCoin,15h,https://www.leboncoin.fr/ad/voitures/3034389031,"Captain Car's vous propose cette magnifique BMW SERIE 4 - Photos complémentaires sur notre site Captain Cars - Sous réserve d erreur typographique - Extension de garantie possible jusqu à 60 mois - Financement possible, voir conditions en agence - Livraison possible dans toute la France à votre domicile ou votre bureau (sur devis) - Prix hors packs de mise à la route (Bronze, Argent et Gold) et carte grise     Véhicule visible uniquement sur rendez vous : Captain Cars 17 Bis route de lalande 33450 MONTUSSAN   N hésitez pas à nous contacter pour plus d informations ________________________________________________________________________________ VENTE  / ACHAT  / REPRISE  / DEPOT VENTE  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   - Apple carplay / Android auto   - Harman Kardon s",2025-12-14
lbc-3028412928,Bmw,Serie 3,BMW Série 3 TOURING G21 M340d xDrive 340 ch BVA8,46990,51689,98108km,2022,Amiens,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/81/d9/6e/81d96e130e49b714723159ff10e4e1962dea71ae.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,22,Clean,LeBonCoin,11h,https://www.leboncoin.fr/ad/voitures/3028412928,"BMW Série 3 TOURING G21 M340d xDrive 340 ch BVA8 break, blanc, 22 cv, 5 portes, première mise en circulation le 03/03/2022, garantie 24 mois.  Les jantes de ce véhicule sont en parfait état. Ce véhicule a été acheté dans une concession GUEUDET 1880 et toujours entretenu dans nos ateliers. Un gage de qualité pour prendre la route en toute sérénité ! Le carnet d'entretien de ce véhicule est à jour et complet. Un historique sans surprise pour prendre la route en toute sérénité ! - Remy F., chef des ventes  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   -  Appel d'Urgence Intelligent (durée de vie de la voiture)   -  Carte SIM 4G LTE pour les Services ConnectedDrive   -  Connectivité avancée   -  Hotspot Wi-Fi   -  Pack Connected Pro   - Bluetooth  Conduite :   -  Contrôle dynamique d",2025-12-14
lbc-3028037475,Bmw,X2,BMW X2 F39 sDrive 18d 150 ch BVA8 Business Design,20990,23089,110000km,2022,Reims,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/ce/53/59/ce5359c457839f9b63d0e108bad99b52824351b8.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,8,Clean,LeBonCoin,1h,https://www.leboncoin.fr/ad/voitures/3028037475,"BMW X2 F39 sDrive 18d 150 ch BVA8 Business Design, 4x4, suv, noir, 8 cv, 5 portes, première mise en circulation le 06/01/2022, garantie : garantie constructeur.  Prix TTC : 20 990 €  5 places  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   - Interface Bluetooth   - Volant avec commande radio  Conduite :   - Allumage automatique des phares   - Démarrage sans clé   - Détecteur pluie   - Feux et essuie-glaces automatiques   - Limiteur de vitesse   - Régulateur de vitesse   - Select Drive   - Système Start/Stop   - Système de récupération d'énergie   - Sélection du mode de conduite  Couleur :   - Peinture laquée / opaque   - Peinture métallisée  Extérieur :   - Buses de lave-glace chauffantes   - Caméra de recul   - Feux de jour   - Feux de position à LED   - Full led   - Hayon électr",2025-12-14
lbc-3027569399,Bmw,Serie 3,Bmw Série 3 Touring 320dA xDrive 190ch M Sport,57990,63789,9581km,2025,Arnage,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/c7/f1/f0/c7f1f032b92fa3b033aabae06ee6db9699efb5a6.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,10,Clean,LeBonCoin,22h,https://www.leboncoin.fr/ad/voitures/3027569399,"Bmw Série 3 Touring 320dA xDrive 190ch M Sport, (Break), Gris, 10cv, 5 portes, mise en circulation le 12-03-2025, première main, garantie 24 mois (Constructeur), garantie constructeur.  5 places, longueur : 4,71 mètres, poids en charge 2320 Kg, boîte de vitesse : automatique  OPTIONS ET EQUIPEMENTS : Audio - Télécommunications - 6 Haut parleurs - Appel d'Assistance Localisé - Appel d'Urgence Localisé - Borne Wi-Fi - Commandes du système audio au volant - Commandes vocales - Ecran tactile - Fonction MP3 - GPS Cartographique - Interface Media - Kit mains-libres Bluetooth - Prise USB - Radio - Radio numérique DAB - Services connectés - TMC  Conduite - Aide au démarrage en côte - Arrêt et redémarrage auto. du moteur - Capteur de luminosité - Capteur de pluie - Commande Mode ECO - Commande du c",2025-12-14
lbc-3012471709,Bmw,Serie 1,Bmw Série 1 118iA 136ch Edition Sport DKG7,22990,25289,68088km,2022,Marseille,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/36/ed/17/36ed1715ac8bda32c84c481f7e3bd8881ae6947b.jpg?rule=ad-large,Voir description,Essence,Automatique,N/C,7,Clean,LeBonCoin,14h,https://www.leboncoin.fr/ad/voitures/3012471709,"Bmw Série 1 118iA 136ch Edition Sport DKG7, (Berline), Noir, 7cv, 5 portes, mise en circulation le 30-03-2022, garantie 12 mois (Spoticar-Premium 12 Mois).  5 places, couleur intérieur : Noir, longueur : 4,32 mètres, poids en charge 1870 Kg, boîte de vitesse : automatique  OPTIONS ET EQUIPEMENTS : Audio - Télécommunications - Appel d'Urgence Localisé - Borne Wi-Fi - Commandes du système audio au volant - Commandes vocales - Ecran tactile - Fonction MP3 - GPS Cartographique - Interface Media - Kit mains-libres Bluetooth - Prise USB - Radio - Radio numérique DAB - Services connectés - TMC  Conduite - Aide au démarrage en côte - Arrêt et redémarrage auto. du moteur - Capteur de luminosité - Capteur de pluie - Démarrage sans clé - Follow me home - Indicateur de limitation de vitesse - Régulate",2025-12-14
lbc-3009884884,Bmw,X2,Bmw x2 (f39) sdrive 16d lounge dkg7,18480,20328,113100km,2019,Chambourcy,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/df/5c/22/df5c2234ee991c569ae83f7d4008ba6a3a8c58a6.jpg?rule=ad-large,Voir description,Autre,Automatique,N/C,6,Clean,LeBonCoin,10h,https://www.leboncoin.fr/ad/voitures/3009884884,"Retrouvez ci-dessous toutes les caractéristiques de notre BMW X2 Alvergnas Automobiles, c'est + de 500 véhicules disponible immédiatement, une équipe à l'écoute et des clients fidèles qui nous recommandent. Chaque auto bénéficie d'une garantie 6 mois avec assistance 24/7, prolongeable jusqu'à 72 mois pour un budget maîtrisé et une sérénité totale. Passez nous voir et repartez confiant au volant de votre future voiture !  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   - Navigation multimédia Business  Conduite :   - Contrôle Dynamique de stabilité DSC   - Frein de parking électromécanique  Extérieur :   - Aluminium Line satiné   - Caméra de recul   - Commande électrique du hayon   - Projecteurs AV à LED   - Radars de stationnement AR PDC   - Rétroviseurs extérieurs rabattables élec",2025-12-14
lbc-2999440325,Bmw,X1,BMW X1 sDrive 18d 150 ch BVA8 M Sport,31599,34758,51578km,2021,Chambray-lès-Tours,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/39/e6/fc/39e6fc9a49d56df815dfe0b02c3650a749292e5e.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,8,Clean,LeBonCoin,5h,https://www.leboncoin.fr/ad/voitures/2999440325,"BMW X1 sDrive 18d 150 ch BVA8 M Sport, tout-terrain, 8 cv, 5 portes, première mise en circulation le 12/05/2021, garantie : 12 mois.  Prix TTC : 31 599 €  5 places, couleur intérieur : DRAP  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   - Appel d'Urgence Intelligent   - Fonction ""Ma BMW à distance"" (à vie)   - Navigation multimédia Business   - Services Après-vente connectés BMW TeleServices   - Services ConnectedDrive   - Tuner DAB  Conduite :   - Construction allégée intelligente BMW Efficient Dynamics   - Différentiel à blocage électronique   - Démarrage sans clé via le bouton Start/Stop   - Frein de parking électromécanique   - Indicateur de limitation de vitesse   - Pack Sport M   - Suspension DirectDrive   - Système de récuperation de l'énergie au freinage BMW Efficient Dyn",2025-12-14
lbc-2996346591,Bmw,X3,BMW X3 F25 LCI xDrive30d 258ch M Sport A,25990,28589,141000km,2014,Corzé,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/94/bb/a9/94bba947cd19f53331225781014656cf6cdbe262.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,16,Clean,LeBonCoin,10h,https://www.leboncoin.fr/ad/voitures/2996346591,"BMW X3 F25 LCI xDrive30d 258ch M Sport A crossover, suv, noir, 16 cv, 5 portes, première mise en circulation le 03/09/2014, garantie 12 mois.  5 places  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   -  Appel d'Urgence Intelligent   -  Autoradio BMW Professional 4x25 W   -  Services Après-vente connectés BMW TeleServices   -  Système de haut-parleurs Hi-fi Harman/Kardon   - Bluetooth   - CD   - GPS  Conduite :   -  Construction allégée intelligente BMW Efficient Dynamics   -  Suspension DirectDrive   -  Système de récuperation de l'énergie au freinage BMW Efficient Dynamics   - Contrôle de descente   - Sélection du mode de conduite   - allumage automatique des feux   - détecteur de pluie   - palettes au volant  Extérieur :   -  Buses de lave-glace chauffantes (non visibles)   -  G",2025-12-14
lbc-2952810794,Bmw,Serie 5,BMW SERIE 5 530e iPerformance - BVA BERLINE G30 F90 Luxury PHASE 1,25490,28039,74000km,2017,Saint-Jory,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/8c/b4/48/8cb448bb29d8815ca175f173e84450c4e3d373aa.jpg?rule=ad-large,Voir description,Hybride,Automatique,N/C,8,Clean,LeBonCoin,10h,https://www.leboncoin.fr/ad/voitures/2952810794,"AGORA CARS Premium & Excellence, votre concession premium située au nord de Toulouse vous épaule dans votre projet automobile.  Découvrez le  BMW SERIE 1, Noir métallisé, 7 cv, 5 portes, première mise en circulation le 22-12-2020, garantie 12 mois chez le constructeur.   Nous sommes ouvert du mardi au vendredi 10h - 12h30 / 14h - 19h et le samedi de 10h - 12h30 / 14h - 18h.  - Financement possible de 12 à 60 mois. - Possibilité d'extension de garantie chez le constructeur jusqu'à 4 ans. - Livraison dans toute la France (selon grille kilométrique). - Reprise possible sur envoi des éléments nécessaires pour la réalisation de l'estimation à distance. - Des erreurs peuvent se glisser dans nos annonces, n'hésitez pas à nous contacter par téléphone pour plus de renseignements.  OPTIONS ET ÉQUIPE",2025-12-14
lbc-2868386913,Bmw,Autres,BMW SERIE 2 Sport 218d 150 ch bva 8 - garantie 6 mois,14990,16489,152000km,2015,Cappelle-la-Grande,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/e6/0c/87/e60c87abb66f66a718f544ecc8773137da3397fc.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,7,Clean,LeBonCoin,9h,https://www.leboncoin.fr/ad/voitures/2868386913,"Véhicule visible uniquement sur rendez-vous, du lundi au vendredi de 9h30 à 18h00 et le samedi de 10h00 à 17h00 _________________ Tous nos véhicules bénéficient d'une GARANTIE 6 mois sauf si garantie constructeur. Possibilité d'extension jusqu'à 48 mois avec notre partenaire leader de la garantie mécanique OPTEVEN (à partir de 31 euros / mois). Prix hors frais de mise à disposition de 420 euros et de carte grise en fonction du département (facultatifs). Possibilité de livraison à domicile en supplément  _________________ SARL JV MOTOR DK 3 RUE DES SAVEURS 59180 CAPPELLE-LA-GRANDE _________________  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   - Auto radio commandé au volant   - Bluetooth   - Gps   - Prises aux/usb   - Reconnaissance vocale   - Téléphone bluetooth  Conduite :   -",2025-12-14
lbc-3112262830,Bmw,X1,Bmw x1 xdrive 2.0l 177cv,6300,6930,293000km,2010,Metz,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/94/7f/d4/947fd4f1f93b6b7d021ad6b616fde9c34b5e516d.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,10,Clean,LeBonCoin,3h,https://www.leboncoin.fr/ad/voitures/3112262830,"Je vends mon BMW X1 xDrive de 2010, un SUV compact et polyvalent. - Marque : BMW - Modèle : X1 - Année : 2010 - Kilométrage : 293 000 km - Motorisation : 2.0 Diesel 177 ch - Carburant : Diesel - Boîte de vitesses : Manuelle - Nombre de portes : 5 - Nombre de sièges : 5 - Couleur : Blanc Quasi full option sauf intérieur  cuir N'hésitez pas à me contacter pour plus d'informations. 1er contact par message  le bon coin.  Cordialement",2025-12-14
lbc-3112262186,Bmw,X4,X4 2.0d xdrive 2020,36000,39600,140000km,2020,Azay-le-Brûlé,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/33/8b/ec/338bec5c9462a4cf0ee3530949ba5b136574aef2.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,10,Clean,LeBonCoin,23h,https://www.leboncoin.fr/ad/voitures/3112262186,"Bonjour  Je vends mon X4 et très bon état. Pack M Nombreuses options: Affichage tête haute  Commandes vocales et gestuelles  Attelage électrique  Siège réglable électriquement sans mémoire Protection de coffre intégrale sur mesure Climatisation. Multi zones  Éclairage led ambiance avec changement de couleur Feux automatique et adaptatif Plus de photos sur demande,  Pas de démarchage,  Échange possible uniquement avec mustang ou Camaro minimum 2016 en V8",2025-12-14
lbc-3112261907,Bmw,Serie 5,BMW e 34,1500,1650,292000km,1993,Saint-Saulve,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/19/21/23/1921235bb443d5d88ea60a592814c506c423b9bc.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,7,Clean,LeBonCoin,6h,https://www.leboncoin.fr/ad/voitures/3112261907,Vend cette belle e34 série 5,2025-12-14
lbc-3112260275,Bmw,X4,BMW X4 Msport 190,30000,33000,135000km,2019,Parmain,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/35/ad/8d/35ad8d981a9abd3e02c48dfc620eadd72904bead.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,10,Clean,LeBonCoin,7h,https://www.leboncoin.fr/ad/voitures/3112260275,"Vend BMW 2.0 190cv Xdrive Msport Année 10/2019 135,000km  Voiture très bonne état   Pack M  pour toute information sur le véhicule, veuillez me contacter  Contrôle technique réalisé le 11 décembre 2025  Uniquement par téléphone",2025-12-14
lbc-3112259231,Bmw,Serie 3,Bmw serie 3 e90 Pack M,7200,7920,220000km,2011,Thonon-les-Bains,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/eb/ed/64/ebed645f90c8966ba28cc156df0aa059468b1514.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,7,Clean,LeBonCoin,20h,https://www.leboncoin.fr/ad/voitures/3112259231,Bonjour je vend ma BMW Série 3 de 2011 318D Controle technique fait hier  Le 07/11/2025 RAS - Marque : BMW - Modèle : Série 3 - Année : 2011 - Kilométrage : 220 000 km - Motorisation : 143 ch - Boîte de vitesses : Manuelle  Roule très bien  Pas de fumée pas de perte de puissance Véhicule decalaminé a l'hydrogène  Intérieur tout cuir intacte Pas une déchirure  Rien à prévoir sur le ct,2025-12-14
lbc-3112258323,Bmw,X5,BMW X5 e53,6200,6820,279250km,2005,Herblay-sur-Seine,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/02/c8/6f/02c86f3508f204eaadd7cc6843c7af5eec17c8ae.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,15,Clean,LeBonCoin,15h,https://www.leboncoin.fr/ad/voitures/3112258323,"Suite à un acheteur fantôme qui a disparu du jour au lendemain et fait perdre du temps.  Je vends mon BMW X5 e53 de 2005 avec 279 250 km au compteur. - Marque : BMW - Modèle : X5 - Année : 2005 - Kilométrage : 279 250 km - Motorisation : 218 ch - Carburant : Diesel - Boîte de vitesses : Automatique - Nombre de portes : 5 - Nombre de sièges : 5 - Couleur : Bleu - Crit'Air : 4 - Contrôle technique : Valide jusqu'en 03/2027 Légèrement négociable devant le véhicule.  Boîte auto changée  4 pneus moins de 10000 kms Pont AV refait Pont AR changé Tous les consommables sont ok  Prévoir réparation du TO AR.  Les propositions farfelues oubliez vite svp, c’est un bon véhicule avec un moteur increvable, je sais ce que je vends et n’est pas de temps à perdre.  N'hésitez pas à me contacter pour plus d'in",2025-12-14
lbc-3112258455,Bmw,Serie 5,BMW E60 530D 235CV LCI PHASE 2 Boite Auto Toit ouvrant C.T OK,6300,6930,230963km,2008,Saint-Michel-sur-Orge,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/a3/36/da/a336da8257589e44d9ffd6ada6220e936cc8d482.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,14,Clean,LeBonCoin,10h,https://www.leboncoin.fr/ad/voitures/3112258455,BMW SERIE 5 E60 530D 235CV LCI Pack M Phase 2 M57 Boite Auto C.T OK MOTEUR A CHAÎNE TRÈS PROPRE INTÉRIEUR EXTÉRIEUR AUCUN FRAIS A PRÉVOIR PARCOURS TOUTE TYPES DE DISTANCE SANS AUCUN PROBLÈME VÉHICULE TOUJOURS ENTRETENU EN TEMPS ET EN HEURE.  Clapet d’admission supprimé   Frais récente avec factures : 4 PNEUS NEUFS COURROIE D’ACCESSOIRES  VIDANGE DE BOITE + CREPINE  VIDANGE MOTEUR  FILTRE A HUILE  FILTRE A GAZOIL   - VOLANT CUIR ÉLECTRIQUE A MÉMOIRE  - START STOP DEMARRAGE SANS CLEF  - RIDEAUX ELECTRIQUE LUNETTE ARRIERE  - FEUX ARRIERE LED  - RIDEAUX SUR LES FENÊTRES ARRIÈRES  - NAVIGATION GRAND GPS - COMMANDE AU VOLANT  - CLIM AUTOMATIQUE - TOIT OUVRANT ÉLECTRIQUE - SIEGES EN CUIR FULL ÉLECTRIQUES A MÉMOIRE  - RÉGULATEUR DE VITESSE  - L’IMITATEUR DE VITESSE  - JANTES ALU - RADAR DE STATION,2025-12-14
lbc-3112257206,Bmw,Serie 1,BMW 130i 265 ch BVM – Châssis M Sport – Pack Luxe & Confort – Cuir,15900,17490,145000km,2007,Alès,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/3c/f4/9c/3cf49c62be9fa8a0925696e3955bd52e55760ec2.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,18,Clean,LeBonCoin,5h,https://www.leboncoin.fr/ad/voitures/3112257206,"BMW Série 1 130i, moteur 6 cylindres atmosphérique 3.0L (265 ch), boîte manuelle, dans une configuration rare et recherchée.  🔹 Informations  Mise en circulation : 10/2007  Kilométrage : 143 000 km  Essence – 265 ch  Boîte manuelle  Carte grise française  Entretien à jour avec carnet  Très bon état général (quelques micro-rayures liées à l’âge)  🔹 Options & équipements  Châssis M Sport  Pack Luxe & Confort  Intérieur cuir  GPS Professional  Hi-Fi Pro  Climatisation automatique  Sièges avant chauffants  Allumage automatique des feux  Rétroviseur intérieur électrochrome  Antibrouillards  Alarme  🔹 Entretien / état  Véhicule soigneusement entretenu  Moteur réputé fiable  Aucun frais à prévoir  Véhicule non modifié  🔹 À savoir  Modèle de plus en plus recherché pour son 6 cylindres atmosphériqu",2025-12-14
lbc-3112225262,Bmw,Serie 3,BMW 320d E46 Phase 2 150ch Boîte 6 Pack Sport,2800,3080,220000km,2005,Santeny,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/95/54/03/955403ab3b3d2210b355ca85b6f64e347654d157.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,8,Clean,LeBonCoin,13h,https://www.leboncoin.fr/ad/voitures/3112225262,BMW 320d E46 Phase 2 150ch Boîte 6 Pack Sport  VÉHICULE TRÈS ENTRETENU RIEN À PRÉVOIR AU NIVEAU MÉCANIQUE TRÈS SOLIDE MOTEUR ET BOÎTE IMPECCABLE   Meilleur moteur m47 véhicule très fiable et roule impeccable sans problème   Je possède tous les facture d’entretien depuis  premier main   Vidange tous les 10.000 kms ils sont fait huile castrol   Cuir  Sièges chauffants  Feux automatique  Régulateur de vitesse  Feux xénon  Angel Eyes  Radio CD  Rétro électrique  Vitres électrique  Boîte 6,2025-12-14
lbc-3112257629,Bmw,X4,BMW X4 xDrive 30i Pack M – Première main – État irréprochable,38990,42889,82000km,2018,Haguenau,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/81/92/8d/81928d08855db8df562f6bc10f9bf4868cce6cf6.jpg?rule=ad-large,Voir description,Essence,Automatique,N/C,15,Clean,LeBonCoin,12h,https://www.leboncoin.fr/ad/voitures/3112257629,"Je vends notre BMW X4 xDrive 30i Pack M, mise en circulation novembre 2018, première main.  Véhicule acheté neuf et configuré en concession BMW, pris en leasing 3 ans, puis racheté en fin de contrat. Historique limpide et traçable.  Il s’agit d’un très bel exemplaire, dans une configuration élégante et intemporelle : • Couleur extérieure noire • Intérieur cuir noir • Jantes alliage 19 pouces • Pack M (look sportif et finitions haut de gamme)  🔧 Entretien & état • Entretien exclusivement réalisé dans le réseau BMW • Aucun frais à prévoir • État général irréprochable, intérieur comme extérieur • Toujours dormi en garage • Véhicule appartenant à un couple de sexagénaires, utilisé principalement pour des trajets loisirs / week-ends  📊 Informations clés • Motorisation : 30i – essence • Transmis",2025-12-14
lbc-3112256946,Bmw,Serie 3,BMW 318i e90,6000,6600,130000km,2006,Étang-sur-Arroux,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/a9/df/c8/a9dfc86415cd771e1b7986092dda9ab78728b628.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,8,Clean,LeBonCoin,18h,https://www.leboncoin.fr/ad/voitures/3112256946,Je vends ma BMW Série 3 e90 de 2006 avec 130 000 km au compteur. - Marque : BMW - Modèle : Série 3 - Année : 2006 - Kilométrage : 130 000 km évolutif (châssis 190 000km) - Motorisation : 129 ch - Carburant : Essence - Boîte de vitesses : Manuelle - Nombre de portes : 5 - Nombre de sièges : 5 - Couleur : Noir - Crit'Air : 2 - Contrôle technique : OK Vends en l’état avec un voyant moteur.. (code défaut 1101).  N'hésitez pas à me contacter pour plus d'informations ou pour convenir d'un rendez-vous.,2025-12-14
