id,marque,modele,titre,prix,cote_argus,km,annee,ville,distance,url,img_url,options,carburant,boite,couleur,chevaux,status,source,temps,lien_annonce,description,date_scrape
lbc-3093053089,Mercedes,Classe A,MERCEDES CLASSE A 180 7G-DCT Progressive Line / GARANTIE MERCEDES JUSQU'AU 03/2026 / BURMESTER,20990,23089,86900km,2019,Bois-Guillaume,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/59/dc/25/59dc25f3d3de50ba259eaee36931ac1234ea6485.jpg?rule=ad-large,Voir description,Essence,Automatique,N/C,7,Clean,LeBonCoin,2h,https://www.leboncoin.fr/ad/voitures/3093053089,"MERCEDES CLASSE A 180 7G-DCT Progressive Line / GARANTIE MERCEDES JUSQU'AU 03/2026 / BURMESTER, berline, blanc, 7 cv, 5 portes, première mise en circulation le 27/11/2019, garantie : garantie constructeur.  Prix TTC : 20 990 €  5 places  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   - Android Auto   - Apple CarPlay   - Ecran tactile   - GPS   - Kit téléphone main libre bluetooth   - Prise audio USB   - Systeme audio Burmester  Conduite :   - Démarrage sans clé   - Entrée sans clé   - Feux et essuie-glaces automatiques   - Limiteur de vitesse   - Park Assist   - Régulateur de vitesse   - Système Start/Stop   - Volant avec palettes de changement de vitesses  Extérieur :   - Aide au parking   - Aide parking avec caméra de recul   - Full led   - Jantes/roues en alliage léger 18""   - ",2025-12-14
lbc-3092905346,Mercedes,Classe A,Mercedes-benz classe a 180d 116cv bva amg-line virtual cockpit,18990,20889,115000km,2019,Varces-Allières-et-Risset,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/fb/4c/89/fb4c896725be155966e4491b97f2d3e4f1ee5871.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,0,Clean,LeBonCoin,18h,https://www.leboncoin.fr/ad/voitures/3092905346,"La Mercedes-Benz Classe A 2019 est un véhicule luxueux et sophistiqué. Son moteur diesel lui confère une puissance et une efficacité énergétique remarquables. Avec sa finition 180D 116CV BVA AMG-Line Virtual Cockpit, ce modèle offre des performances exceptionnelles et un confort optimal. Son design élégant et ses finitions de haute qualité en font un choix idéal pour les conducteurs exigeants. Dotée d'innovations technologiques avancées, cette Classe A offre une expérience de conduite unique et sur mesure. En bref, la Mercedes-Benz Classe A 2019 est une voiture d'exception qui allie performance, confort et élégance.  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   - Bluetooth téléphonie et audio   - Prise USB-C   - Système de navigation GPS intégré  Conduite :   - Aide au démarrage",2025-12-14
lbc-3092242776,Mercedes,Classe A,MERCEDES CLASSE A 45 AMG 381ch Speedshift DCT 4-Matic *BAQUETS - TOIT OUVRANT - ECHAPPEMENT PERF,27990,30789,110000km,2015,Puygouzon,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/cf/69/7b/cf697bff21dcbc572a67b41759eee14572fa2dd2.jpg?rule=ad-large,Voir description,Essence,Automatique,N/C,26,Clean,LeBonCoin,4h,https://www.leboncoin.fr/ad/voitures/3092242776,"MERCEDES CLASSE A 45 AMG 381ch Speedshift DCT 4-Matic *BAQUETS - TOIT OUVRANT - ECHAPPEMENT PERF*, berline, blanc, 26 cv, 5 portes, première mise en circulation le 29/10/2015, garantie : 3 mois.  Prix TTC : 27 990 €  5 places  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   - Interface Bluetooth   - Kit téléphone main libre bluetooth   - Prise audio USB   - Pré-équipement téléphone portable  Conduite :   - Allumage automatique des phares   - Détecteur pluie   - Limiteur de vitesse   - Régulateur de vitesse  Couleur :   - Peinture métallisée  Extérieur :   - Aide au parking   - Becquet arrière   - Caméra de recul   - Feux avant LED   - Jantes/roues en alliage léger 19""   - Keyless-go   - Phares av. de jour à LED   - Radar de stationnement arrière   - Radar de stationnement avant   -",2025-12-14
lbc-3091913790,Mercedes,Classe C,MERCEDES CLASSE C 43 Mercedes-AMG Speedshift TCT AMG 4Matic,39990,43989,115000km,2019,Chaponost,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/3d/1c/6b/3d1c6b8437d13500aa58071140675a02fb65cbd3.jpg?rule=ad-large,Voir description,Essence,Automatique,N/C,28,Clean,LeBonCoin,21h,https://www.leboncoin.fr/ad/voitures/3091913790,"MERCEDES CLASSE C 43 Mercedes-AMG Speedshift TCT AMG 4Matic, berline, noir, 28 cv, 4 portes, première mise en circulation le 29/03/2019, garantie : sans garantie.  Prix TTC : 39 990 €  5 places  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   - Android Auto   - Apple CarPlay   - Ecran tactile   - Prise audio USB   - Systeme audio Burmester  Conduite :   - Détecteur pluie   - Régulateur de vitesse adaptatif  Couleur :   - Peinture métallisée  Extérieur :   - Aide parking avec caméra de recul   - Caméra 360°   - Jantes/roues en alliage léger 19""   - Radar de stationnement arrière   - Radar de stationnement avant   - Rétroviseurs extérieurs dégivrants   - Rétroviseurs extérieurs électriques   - Toit ouvrant panoramique  Intérieur :   - Accoudoir arrière   - Accoudoir avant   - Climati",2025-12-14
lbc-3089371222,Mercedes,Autres,Mercedes Gle 350 de 194+136ch AMG Line 4Matic 9G-Tronic,67900,74690,72536km,2022,Niort,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/72/e6/f0/72e6f0172682842b43a1e2e8671e602ca6282057.jpg?rule=ad-large,Voir description,Hybride Rechargeable,Automatique,N/C,11,Clean,LeBonCoin,11h,https://www.leboncoin.fr/ad/voitures/3089371222,"Mercedes Gle 350 de 194+136ch AMG Line 4Matic 9G-Tronic, 11 cv, garantie : Garantie MB Certified VP 24 mois.  Emission de CO2 : 24 g CO2/km  OPTIONS ET ÉQUIPEMENTS : Audio - Télécommunications :   -  Appel d'Assistance Localisé   -  Appel d'Urgence Localisé   -  Commandes du système audio au volant   -  Commandes vocales   -  Fonction MP3   -  GPS Cartographique   -  Kit mains-libres Bluetooth   -  Prise USB   -  Radio   -  Radio numérique DAB   -  Services connectés   -  Système de localisation par satellite   -  TMC  Conduite :   -  Arrêt et redémarrage auto. du moteur   -  Capteur de luminosité   -  Capteur de pluie   -  Commande du comportement dynamique   -  Démarrage sans clé   -  Limiteur de vitesse   -  Palettes changement vitesses au volant   -  Régulateur de vitesse   -  Système ",2025-12-14
lbc-3110092380,Renault,Clio,Renault Clio 4 SPORT GT LINE Édition Limited Contrôle Technique OK,8900,9790,158000km,2017,Villeurbanne,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/f0/29/e2/f029e2275b3cf346bee094363a477ab75bea11c4.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,5,Clean,LeBonCoin,3h,https://www.leboncoin.fr/ad/voitures/3110092380,"Renault Clio GT Line - Très bonne état- Edition limited Véhicule qui roule tout les jours. Contrôle Technique Moins de 6 mois OK. Énergie TCE 90 Année: 2017 Kilométrage: 158 000 km Boîte: Manuelle Couleur extérieure: Bleu IRON Intérieur: Tissu noir Équipements: auto radio CarPlay ajouté  Pneus Michelin Pilot sport 5 Alarme sécurité ajouté.   : Carrosserie brillante, intérieur très  propre . Toujours bien entretenu. Revision faite en temps et en heure. Voiture fiable et économique. MOTEUR BOÎTE RIEN A SIGNALER  Caractéristiques détaillées :  Extérieur: Châssis sport pour une très bonne tenue de route. Boucliers avant et arrière spécifiques GT Line Jantes Clio RS Line  Enjolivements Alu  Vitres arrière surteintées Intérieur: Sièges sport enveloppants Volant sport gainé de cuir Pédalier sport",2025-12-14
lbc-3112277575,Renault,Megane,Magane 3 coupe (éthanol origine Renault),4300,4730,213500km,2011,Troyes,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/13/83/7c/13837c6efc643a3f95464a7c5705d5443bf6ef5d.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,7,Clean,LeBonCoin,23h,https://www.leboncoin.fr/ad/voitures/3112277575,Mégane 3 coupé éthanol roule parfaitement bien. Pneu avant neuf avec parallélisme fait récemment. Vidange effectuée avec tout les filtres. Historique du véhicule fourni. Contrôle technique ok Vien d'être passé. Bougie (iridium) changée en début d'année. Carrosserie présente des défauts (divers petite rayures du à l'année du véhicule) Intérieure assez bien également (petite traces d'usure mais très propre) Se moteur 1.6 16v 110 cv à été conçu d'origine constructeur à l'éthanol. Plus de photo sur demande.,2025-12-14
lbc-3112277592,Renault,Captur,Renault captur tce 130 fap intens,10950,12045,79800km,2019,Nanterre,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/7e/3c/e3/7e3ce3655fe70f049c62ccf47078d81555e7c0d8.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,0,Clean,LeBonCoin,1h,https://www.leboncoin.fr/ad/voitures/3112277592,"🚫pas de démarche commercial, s’il vous plaît🚫  Caractéristiques : • Année : 11/2019 • Kilométrage : 79 800 km • Moteur : TCe 130 essence • Boîte : manuelle • Couleur : blanc • Carrosserie : 5 portes, 5 places • Jantes incluses  Équipements : • Climatisation manuelle • Régulateur / limiteur de vitesse • Vitres électriques avant • Rétroviseurs électriques dégivrants • Projecteurs LED • Système ISOFIX aux places arrière et passager avant  Historique et entretien : • Contrôle technique OK • Révisions à jour • Aucun accident",2025-12-14
lbc-3112277585,Renault,Clio,Renault clio v techno tce 90,18780,20658,8000km,2025,Annonay,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/75/39/be/7539be865429bafa8b7d39ca8b8f955722d574c9.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,5,Clean,LeBonCoin,7h,https://www.leboncoin.fr/ad/voitures/3112277585,"Collaborateur Renault vend RENAULT CLIO V TECHNO TCE 90 essence blanc glacier, vignette critère 1, excellent état, date de 1° immatriculation 16/05/2025, 5 CV, première main. feux arrière cristal avec signature à LED ,rétros intérieur chrome, volant similicuir, rétroviseurs ext dégivrants, réglables et rabattables électriquement, antenne requin, pot d'échappement avec canule chromée, calandre chromée, protection inférieur de porte chromé, chargeur à induction, réplication smartphone sans fil, climatisation automatique, liseuses avant & arrière à LED, accoudoir central avec rangement, Lève-vitres avant électriques, appuie-tête arrière, vitres arrière surteintées, carte mains libre, banquette AR 60/40, assistant maintien de voie, éclairage avant et arrière Full LED pure vision , aide au déma",2025-12-14
lbc-3112275787,Renault,Espace,RENAULT ESPACE IV 7 place,2400,2640,161000km,2005,Lyon,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/bb/75/f5/bb75f5c039a295598279cdd9f00890e83967bdea.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,8,Clean,LeBonCoin,12h,https://www.leboncoin.fr/ad/voitures/3112275787,"Bonjour à vendré renault grand espace 7 place  2,2 dci 150 cv bite 6 Véhicule en très bonne état  Pas de réparation à prévoir  Bcp de facture  de entretien  Carnet de entretiens  2 cles",2025-12-14
lbc-3112276834,Renault,Clio,Renault clio 2,700,770,240000km,2000,Paray-Vieille-Poste,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/fd/53/88/fd5388cbbc90c16d3b8bfb30733a4608e25fdf8f.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,6,Clean,LeBonCoin,21h,https://www.leboncoin.fr/ad/voitures/3112276834,Renaul Clio 2   Fuite de liquide de refroidissement  Bocal à changer   Fuite de liquide de refroidissement  Une future percée à changer   Clef tiens avec du scotch  À prévoir aussi   Je n’ai pas le temps de m’en occuper à vendre dans l’état  sans contrôle technique prix négociable sur place,2025-12-14
lbc-3112276724,Renault,Clio,Clio 3,4800,5280,150000km,2010,Hénin-Beaumont,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/2f/8b/f8/2f8bf8ff074bf59756e29e910b93f0f7fa29fbff.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,5,Clean,LeBonCoin,13h,https://www.leboncoin.fr/ad/voitures/3112276724,"Bonjour je met en vente ma Clio 3 Véhicule d’origine français  Ct ok   Kit distribution, pompe à eau , courroie d’accessoires ainsi que tout les filtres changée à 149.000km avec facture.  Bluetout Clim  Régulateur  Vitre électrique  Etc…  Plus de renseignements contacter moi.",2025-12-14
lbc-3112276579,Renault,Clio,Renault clio 2 phase 2,2190,2409,150000km,2001,Villeneuve-le-Roi,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/34/20/1a/34201a7893868b10b9ed99f51db348fcd2208bac.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,4,Clean,LeBonCoin,6h,https://www.leboncoin.fr/ad/voitures/3112276579,"RENAULT Clio 2 1.2 16v Idéal pour la ville et les petits trajets, cette renault clio 2 est très économique, fiable, et prête à prendre la route !  Bougies neufs Contrôle technique vient d'être réalisé Vidange et changement de filtres Courroie de distribution changé  Motorisation 1.2 essence très économique et fiable avec un coût d'assurance réduit.",2025-12-14
lbc-3112276442,Renault,Twingo,Twingo 1,600,660,130000km,1998,Grenoble,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/d4/7c/64/d47c640ca5045ce820c8759a968fdfe5c91f93f7.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,4,Clean,LeBonCoin,14h,https://www.leboncoin.fr/ad/voitures/3112276442,Vendue dans l'état,2025-12-14
lbc-3112276019,Renault,Megane,Mégane E-Tech super charge EV 60 220 ch 100 % Electrique Iconic,25500,28050,30000km,2023,Vallauris,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/9d/d3/13/9dd3130e287511e6858836478b4bd89da4005825.jpg?rule=ad-large,Voir description,Électrique,Automatique,N/C,4,Clean,LeBonCoin,8h,https://www.leboncoin.fr/ad/voitures/3112276019,"Je vends ma Renault Mégane E-Tech, une voiture électrique super charge de 220 ch dans la finition haut de gamme Iconic. - Marque : Renault - Modèle : Mégane E-Tech Electric - Année : 2023 - Kilométrage : 30 000 km - Motorisation : 220 ch - Carburant : Électrique - Boîte de vitesses : Automatique - Finition : Iconic - Couleur : Gris - Nombre de portes : 5 - Nombre de sièges : 5 - Puissance fiscale : 4 Cv - Crit'Air : 0 - Options principales : Chargeur super rapide N'hésitez pas à me contacter pour plus d'informations ou pour organiser un essai de ce véhicule en excellent état.",2025-12-14
lbc-3082995529,Renault,Captur,Renault captur 1.5dci ou échange,7600,8360,167000km,2013,Montfermeil,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/c3/85/c8/c385c8a8f70b52f056199afebafce59633481cdc.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,4,Clean,LeBonCoin,14h,https://www.leboncoin.fr/ad/voitures/3082995529,"Je vends mon Renault Captur 1.5 dCi 90ch Stop&Start energy Intens eco² de 2013 avec 167 000 km au compteur. - Marque : Renault - Modèle : Captur - Année : 2013 - Kilométrage : 167 000 km - Motorisation : 1.5 dCi 90ch - Carburant : Diesel - Boîte de vitesses : Manuelle - Finition : Intens - Puissance fiscale : 4 Cv - Nombre de portes : 5 - Nombre de sièges : 5 - Couleur : Noir Carnet d’entretien, plus facture, courroie faite à 132 000 km ou échange avec Ds5,Ds4,C4,scenic,ect.. faire proposition, cohérente",2025-12-14
lbc-3112275092,Renault,Clio,Clio 3 2006,1900,2090,257000km,2006,Montereau-Fault-Yonne,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/e2/8d/fa/e28dfa692fb2d2a3e67fb744219695dde975c614.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,4,Clean,LeBonCoin,23h,https://www.leboncoin.fr/ad/voitures/3112275092,"Je vends ma Renault Clio 3 de 2006 avec 257 000 km au compteur. - Marque : Renault - Modèle : Clio - Année : 2006 - Kilométrage : 257 000 km - Motorisation : 1.5 dCi 70 ch - Carburant : Diesel - Boîte de vitesses : Manuelle - Nombre de portes : 5 - Nombre de places : 5 - Puissance fiscale : 4 CV - Couleur : Gris - Contrôle technique : contre visite 01/2026 J'ai la vitre arrière, pour 400€ vous réparer la voiture, et il lui faut un écrasement c'est 150€ Prix négociable N'hésitez pas à me contacter pour plus d'informations ou pour convenir d'un rendez-vous.",2025-12-14
lbc-3102997737,Renault,Autres,Renault MODUS Phase 2 Yahoo - 47300kms,5990,6589,47300km,2011,Bastia,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/f7/4d/c0/f74dc0da4cbcd68f4d8c4270f53470ad2f259306.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,5,Clean,LeBonCoin,1h,https://www.leboncoin.fr/ad/voitures/3102997737,"Vends Renault MODUS Phase 2 , du 30/06/2011, totalisant 47300kms ; série spéciale Yahoo.  Tres agréable a conduire et economique.  Climatisation Bluetooth Direction assistée Vitres électriques  Entretien a jour Pneus av neufs Courroie distribution ok  Vehicule visible region Bastiaise",2025-12-14
lbc-3112274613,Renault,Twingo,Twingo phase 2 à vendre dans l'état,1500,1650,290000km,2010,Gaillard,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/97/fb/bd/97fbbd684f69b7c293d58ca35b85aaf19c5a6bb5.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,5,Clean,LeBonCoin,8h,https://www.leboncoin.fr/ad/voitures/3112274613,1500€ roule très bien,2025-12-14
lbc-3112274542,Renault,Clio,Clio V Esprit Alpine 145 Ch E-Tech,18900,20790,60545km,2023,La Chapelle-Saint-Mesmin,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/45/3b/ed/453bed8e6e6cf1573f10d8ceb37d2891c16e0464.jpg?rule=ad-large,Voir description,Hybride,Automatique,N/C,5,Clean,LeBonCoin,3h,https://www.leboncoin.fr/ad/voitures/3112274542,"Bonjour/Bonsoir,  Je mets en vente ma Clio V Esprit Alpine. Mise en circulation en Novembre 2023. Totalisant 60545 km peu évolutif. Moteur 1.6 Hybride de 145 chevaux. Boîte automatique.  Options supplémentaires : - Système Audio Bose. - Attelage DAO 13 Broches.  - Seuil de coffre Clio.  - Tapis de sol Esprit Alpine.  Véhicule propre et entretenu exclusivement chez Renault Côme Orléans.  Je souhaite uniquement la vendre. Prix : 18900€  Pas d'offre farfelue s'il vous plait.  Premier contact par message LeBonCoin.  Disponible sur La Chapelle St Mesmin (45), possibilité de la descendre sur Martigues (13) (uniquement après rencontre).  Mots clés: Voiture Type Clio V Rs Line Alpine E-Tech",2025-12-14
lbc-3112274159,Renault,Scenic,Renault Scenic III modèle LIMITED,5300,5830,128700km,2014,Toulouse,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/4f/93/71/4f9371c69f6b8381d21074aeb6d5e509cb42b17c.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,6,Clean,LeBonCoin,10h,https://www.leboncoin.fr/ad/voitures/3112274159,RENAULT SCENIC III  Modèle LIMITED 1.2 TCE essence 115 ch mise en circulation 24.09.2014 Kilométrage 128.700 certifié d'origine  5 places  Critair 1  Reprise possible de votre ancien véhicule  Contrôle technique ok ✅ Sistem Isofix pour sièges d'enfants  Attelage  Kit distribution avec pompe à eau neuf Courroie accessoire neuf Lichid de refroidissement neuf Vidange Filtre à huile neuf  Avec facture et Carnet de entretiens  Rétroviseurs extérieurs réglage électrique Phares à allumage automatique Rétroviseurs extérieurs chauffants Ampoules de phares halogènes Freins régénérateurs Rétroviseurs rabattables électriquement Antibrouillards avant  Intérieur :  Volant alu & cuir Système audio CD Climatisation automatique Bouton démarrage Ordinateur de bord Ouverture du coffre à distance Accoudoir ce,2025-12-14
lbc-3112274061,Renault,Autres,Renault Master rallongé,3600,3960,283000km,1998,Aix-en-Provence,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/63/16/51/6316515446aee7d4943d0151d4aa6a5e84254c26.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,8,Clean,LeBonCoin,5h,https://www.leboncoin.fr/ad/voitures/3112274061,"Bonjour je vends renault master L3 H3 avec le moteur 2,5l D très robuste et économique en carburant   Attelage ok   4 pneus neufs  Roulements Neuf  Disques et plaquettes avant neuf  Triangles avant neuf Amortisseurs neuf  Soufflet de crémaillère neuf  Frein arrière neuf  Câbles de frein à main Neuf Contrôle technique OK Du 08/12/25  Autre photo disponible  Photos du contrôle technique disponible également sur demande. Visible sur Aix en Provence 07/60/10/71/75  Prix à débattre raisonnablement",2025-12-14
lbc-3112273486,Renault,Arkana,Renault arkana,18500,20350,64000km,2022,Fleurance,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/52/5e/31/525e3174749105cd3767409e661f085572c080be.jpg?rule=ad-large,Voir description,Hybride,Automatique,N/C,5,Clean,LeBonCoin,23h,https://www.leboncoin.fr/ad/voitures/3112273486,Bonjour je vends un renault arkana 64000klm en très bonne état année 2022 rien a prévoir entretien a jours chez renautl foull option sof toi ouvrant pour plus de enseignement et de photo me contacter par téléphone prix 18500€,2025-12-14
lbc-3112273395,Renault,Clio,Clio 3,4250,4675,222000km,2009,Aizenay,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/f5/aa/6b/f5aa6b3837c2356fb4b1296f78d204a2509a4158.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,5,Clean,LeBonCoin,6h,https://www.leboncoin.fr/ad/voitures/3112273395,"Je vends ma Renault Clio 1.5 dCi 85ch Exception de 2009, une berline diesel fiable et économique. - Marque : Renault - Modèle : Clio - Année : 2009 - Kilométrage : 222 000 km - Motorisation : 1.5 dCi 85 ch - Carburant : Diesel - Finition : Exception - Boîte de vitesses : Manuelle - Nombre de portes : 5 - Nombre de sièges : 5 - Puissance fiscale : 5 CV - Couleur : Gris - Contrôle technique : Valable jusqu'en 09/2027 - Crit'Air : 4 N'hésitez pas à me contacter pour plus d'informations ou pour convenir d'un essai.",2025-12-14
lbc-3112272909,Renault,Twingo,Twingo I Phase 2 1.2 i Quickshift 60 cv Boîte automatique,3500,3850,131000km,2001,Sainte-Luce-sur-Loire,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/0e/2b/78/0e2b7859b8adad16f9d8ed1c026b3aa607c7a758.jpg?rule=ad-large,Voir description,Essence,Automatique,N/C,5,Clean,LeBonCoin,10h,https://www.leboncoin.fr/ad/voitures/3112272909,"Je vends ma Renault Twingo de 2001, une citadine pratique et économique. - Marque : Renault - Modèle : Twingo - Année : 2001 - Kilométrage : 131 000 km - Motorisation : 60 Ch - Carburant : Essence - Boîte de vitesses : Automatique - Nombre de portes : 3 - Nombre de sièges : 4 - Puissance fiscale : 5 Cv - Couleur : Gris - Contrôle technique : Valide jusqu'en 09/2027 - Verrouillage centralisé des portes  - Vitres avant électriques  - 2 clés - Rétroviseur électrique  - Direction assistée  Aucun frais à prévoir.  N'hésitez pas à me contacter pour plus d'informations.",2025-12-14
lbc-3112272317,Renault,Twingo,Twingo Summertime capote électrique 48000Km état proche du neuf,7300,8030,48270km,2012,Bonnut,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/3a/d0/86/3ad086e447a601858c61a877e4f0f0c3a14fe291.jpg?rule=ad-large,Voir description,Essence,Manuelle,N/C,4,Clean,LeBonCoin,14h,https://www.leboncoin.fr/ad/voitures/3112272317,"Twingo 2 phase2 SUMMERTIME Essence - - Non fumeur Courroie de distribution, pompe à eau et courroie accessoire changées Contrôle technique ok Pneus neufs Équipements : - Toit décapotable électrique - Climatisation - Direction assistée - Fermeture centralisée - Vitres avant électriques - Radio CD avec commandes au volant / port USB - téléphone main libre - Bluetooth pack - Régulateur/Limitateur de vitesse - sièges arrières coulissants et rabattables. - Roue de secours Véhicule très propre, Faible kilométrage  Faible consommation,  Motorisation très fiable, entretenu régulièrement Rare sur le marché de l’occasion.",2025-12-14
lbc-3112271918,Renault,Megane,Renault Mégane 2 1.9 dci 130,1450,1595,208000km,2006,La Garde,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/92/fa/e8/92fae88776281b909a42a22d8467431322ee385f.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,7,Clean,LeBonCoin,23h,https://www.leboncoin.fr/ad/voitures/3112271918,"Bonjour, je mets en vente ma Renault Mégane 2 1.9 dci 130 Dans l’état Frais effectuer dessus  Kit complet embrayage plus volant, moteur neuve  Courroie de distribution, plus kit, courroie d’accessoires fait à 192 000  Capteur d’admission  Roulement avant changer les deux  Vidange faite il reste 11000 à faire avant la prochaine révision  Ce qui reste à faire dessus  2 roulement à l’arrière  Clim HS  J’ai une durite de liquide de refroidissement à changer dessus car elle perd du liquide de refroidissement. Voyant airbag allumé, mais c’est le siège conducteur Je n’ai plus le temps de m’en occuper. Je la vends dans l’état sans contrôle technique Prix : 1450€",2025-12-14
lbc-3112271297,Renault,Clio,Clio 5 dci,10500,11550,126500km,2019,Dax,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/ec/29/08/ec290843d436e97d9a4fd9d4995933982a85e46e.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,4,Clean,LeBonCoin,20h,https://www.leboncoin.fr/ad/voitures/3112271297,"Clio 5 dci / 90cv  Suivi en concession (Renault) Très économique !  Options de série. Leds,Android,Maintenant de voie ect... CT sera fait pour la vente.  126500km évolutif",2025-12-14
lbc-3112270871,Renault,Scenic,Scenic 2,1650,1815,281600km,2007,Saint-Just-Malmont,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/7a/a1/04/7aa104dc4023b0e461965323e4e45fa25982746f.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,6,Clean,LeBonCoin,21h,https://www.leboncoin.fr/ad/voitures/3112270871,"A vendre scenic 2 avec moteur changer 120000 km, gps,courroie distribution faite,vidange fait batterie neuve, contrôle technique fait le 09/12/25 rien à prévoir!je vends avec 4 roues neige en très bon état, boîte à vitesse, turbo pompe à injection avec injecteur, compresseur de climatisation etc encien moteur batterie neuve, véhicule impeccable seul défaut là peinture mais ne gêne en rien pour le contrôle technique!",2025-12-14
lbc-3112270294,Renault,Clio,"🚗 Renault Clio 4 RS 1,6 T 200 ch – Phase 1 – Décembre 2015 – Pack Cup",15000,16500,101900km,2015,Cloyes-les-Trois-Rivières,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/46/93/b9/4693b9195895ee01b0c9fc574a52cf5f195c274c.jpg?rule=ad-large,Voir description,Essence,Automatique,N/C,11,Clean,LeBonCoin,24h,https://www.leboncoin.fr/ad/voitures/3112270294,"Je vends ma Renault Clio 4 RS phase 1, mise en circulation décembre 2015, dans un bel état général. Véhicule entretenu chez Renault régulièrement, avec suivi d’entretien du constructeur.  📍 Kilométrage : 101 900km (très peu évolutif)  🔧 Entretien & mécanique • Révision des 100 000 km effectuée en septembre 2024 :         • Vidange         • Remplacement des bougies • Batterie neuve (2025)  • Plaquettes de frein avant et arrière + disques avant changés en décembre 2021  • Contrôle favorable en date du 1 décembre 2025   Pneus avant changés début 2024 (usure ~10 %) : Hankook Ventus S1 EVO3  Pneus arrière Michelin Pilot Sport 5, changés en décembre 2022 (usure ~30 %)  🏁 Équipements & options • Pack Cup  • Châssis Cup • Étriers de frein rouges • Jantes 18 pouces Radical noires • Peinture Givrée",2025-12-14
lbc-3112270713,Renault,Clio,Clio 3,2500,2750,195000km,2005,Stains,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/70/41/81/70418176c61caa752f41fb5f2ce665102e67d1d1.jpg?rule=ad-large,Voir description,Diesel,Manuelle,N/C,4,Clean,LeBonCoin,18h,https://www.leboncoin.fr/ad/voitures/3112270713,Renault clio 3 année 2005 km 195000km boîte manuelle courois distribution faite vidange complet fait ct a jour. premier arrivé premier servie,2025-12-14
lbc-3076939857,Renault,Espace,Vends espace V initiale Paris,29900,32890,93000km,2021,Nantes,10,,https://img.leboncoin.fr/api/v1/lbcpb1/images/35/83/f4/3583f4666fa9ac2811395a751d0ee4e94f93c3de.jpg?rule=ad-large,Voir description,Diesel,Automatique,N/C,10,Clean,LeBonCoin,23h,https://www.leboncoin.fr/ad/voitures/3076939857,Espace V  Révision ok il y a 15 jours,2025-12-14
